02/01/2021 08:28:12,,
02/01/2021 08:33:55,76.0,28.7
02/01/2021 08:38:56,75.0,28.8
02/01/2021 08:43:57,74.0,28.8
02/01/2021 08:48:58,73.0,28.8
02/01/2021 08:53:59,72.0,28.7
02/01/2021 08:59:00,71.0,28.7
02/01/2021 09:04:01,70.0,28.8
02/01/2021 09:09:02,69.0,29.1
02/01/2021 09:14:04,68.0,29.3
02/01/2021 09:19:05,67.0,29.4
02/01/2021 09:24:07,66.0,29.4
02/01/2021 09:29:10,65.0,29.4
02/01/2021 09:34:10,64.0,29.3
02/01/2021 09:39:12,63.0,29.3
02/01/2021 09:44:13,62.0,29.3
02/01/2021 09:49:14,61.0,29.4
02/01/2021 09:54:15,60.0,29.7
02/01/2021 09:59:16,59.0,29.9
02/01/2021 10:04:17,58.0,30.1
02/01/2021 10:09:18,57.0,30.1
02/01/2021 10:14:19,55.0,30.9
02/01/2021 10:19:19,54.0,31.4
02/01/2021 10:24:20,53.0,31.8
02/01/2021 10:29:21,51.0,32.3
02/01/2021 10:34:21,50.0,32.7
02/01/2021 10:39:22,48.0,33.1
02/01/2021 10:44:22,47.0,32.5
02/01/2021 10:49:23,46.0,32.2
02/01/2021 10:54:24,45.0,32.0
02/01/2021 10:59:25,44.0,31.8
02/01/2021 11:04:26,45.0,32.0
02/01/2021 11:09:26,48.0,32.5
02/01/2021 11:14:27,51.0,32.9
02/01/2021 11:19:28,53.0,33.1
02/01/2021 11:24:29,55.0,33.7
02/01/2021 11:29:31,58.0,33.9
02/01/2021 11:34:32,60.0,34.0
02/01/2021 11:39:32,62.0,34.1
02/01/2021 11:44:33,65.0,34.4
02/01/2021 11:49:34,67.0,35.0
02/01/2021 11:54:34,69.0,35.3
02/01/2021 11:59:35,71.0,35.6
02/01/2021 12:04:35,73.0,35.4
02/01/2021 12:09:36,75.0,35.4
02/01/2021 12:14:37,77.0,35.3
02/01/2021 12:19:38,80.0,34.6
02/01/2021 12:24:39,82.0,34.2
02/01/2021 12:29:40,84.0,33.9
02/01/2021 12:34:41,87.0,33.7
02/01/2021 12:39:42,88.0,33.4
02/01/2021 12:44:43,90.0,33.2
02/01/2021 12:49:44,92.0,33.1
02/01/2021 12:54:45,93.0,33.1
02/01/2021 12:59:46,95.0,33.2
02/01/2021 13:04:47,94.0,33.3
02/01/2021 13:09:48,93.0,32.8
02/01/2021 13:14:48,92.0,32.4
02/01/2021 13:19:49,91.0,32.0
02/01/2021 13:24:50,90.0,31.5
02/01/2021 13:29:51,89.0,31.1
02/01/2021 13:34:52,88.0,30.8
02/01/2021 13:39:53,87.0,30.5
02/01/2021 13:44:54,86.0,30.5
02/01/2021 13:49:55,85.0,30.5
02/01/2021 13:54:55,84.0,30.6
02/01/2021 13:59:56,83.0,30.7
02/01/2021 14:04:57,82.0,30.8
02/01/2021 14:09:58,81.0,30.7
02/01/2021 14:14:59,80.0,30.7
02/01/2021 14:20:00,79.0,30.7
02/01/2021 14:25:02,78.0,30.7
02/01/2021 14:30:03,76.0,30.6
02/01/2021 14:35:04,75.0,30.6
02/01/2021 14:40:05,74.0,30.7
02/01/2021 14:45:06,73.0,30.4
02/01/2021 14:50:07,72.0,30.3
02/01/2021 14:55:08,71.0,30.1
02/01/2021 15:00:09,70.0,29.9
02/01/2021 15:05:10,69.0,29.9
02/01/2021 15:10:11,68.0,30.0
02/01/2021 15:15:13,67.0,30.0
02/01/2021 15:20:14,66.0,30.0
02/01/2021 15:25:15,65.0,29.9
02/01/2021 15:30:16,64.0,29.8
02/01/2021 15:35:17,63.0,29.7
02/01/2021 15:40:18,62.0,29.5
02/01/2021 15:45:20,61.0,29.4
02/01/2021 15:50:22,60.0,29.3
02/01/2021 15:55:23,59.0,29.0
02/01/2021 16:00:23,58.0,28.8
02/01/2021 16:05:25,57.0,28.7
02/01/2021 16:10:26,57.0,28.6
02/01/2021 16:15:27,56.0,28.5
02/01/2021 16:20:28,55.0,28.4
02/01/2021 16:25:29,54.0,28.5
02/01/2021 16:30:31,53.0,28.7
02/01/2021 16:35:31,52.0,28.7
02/01/2021 16:40:33,51.0,28.6
02/01/2021 16:45:33,50.0,28.5
02/01/2021 16:50:35,49.0,28.4
02/01/2021 16:55:36,49.0,28.2
02/01/2021 17:00:37,48.0,28.1
02/01/2021 17:05:38,47.0,28.1
02/01/2021 17:10:39,46.0,28.1
02/01/2021 17:15:41,45.0,28.3
02/01/2021 17:20:41,44.0,28.4
02/01/2021 17:25:42,43.0,28.3
02/01/2021 17:30:43,42.0,28.4
02/01/2021 17:35:44,42.0,28.4
02/01/2021 17:40:45,41.0,28.4
02/01/2021 17:45:47,40.0,28.3
02/01/2021 17:50:48,39.0,28.2
02/01/2021 17:55:49,38.0,28.2
